0.092941366,0.0147,0.076
0.09962498,0.0127,0.0637
0.10221744,0.0113,0.0514
0.10137279,0.0109,0.0501
0.10284965,0.0108,0.0516
0.106920786,0.0099,0.0455
0.109451674,0.01,0.0437
0.11492799,0.0097,0.0402
0.124816366,0.01,0.0402
0.13173886,0.0097,0.0365
0.14524886,0.0098,0.0361
0.1483022,0.0098,0.0349
0.14998612,0.01,0.0346
0.14965503,0.0094,0.0314
0.1500566,0.0086,0.0271
0.14901996,0.0072,0.0204
0.15048929,0.0065,0.0169
0.15110502,0.0073,0.0204
0.14885558,0.008,0.0247
0.14588545,0.0053,0.0133
0.14447819,0.0051,0.0116
0.14895964,0.0101,0.0332
0.14813589,0.0091,0.029
0.14675593,0.0103,0.0338
0.14572528,0.0108,0.036
0.14793722,0.0103,0.0328
0.14683986,0.0088,0.0269
0.14677235,0.0048,0.0104
0.14775796,0.0022,0.0037
0.1470704,0.0014,0.0022
0.14323145,0.0018,0.0029
0.14374092,0.0014,0.0022
0.14372176,0.0016,0.0025
0.13820769,0.0022,0.0037
0.13631019,0.0031,0.0061
0.015881093,0.0057,0.015
0.021144403,0.0065,0.0201
0.100156665,0.0123,0.0565
0.10041593,0.0121,0.0679
0.098253526,0.0112,0.058
0.09933237,0.0109,0.0513
0.10031211,0.0095,0.0419
0.104459554,0.0093,0.0389
0.11405732,0.0092,0.0369
0.1232239,0.0098,0.0387
0.13331932,0.0093,0.0345
0.16444242,0.0097,0.0356
0.16144072,0.0095,0.0331
0.16306174,0.0097,0.0331
0.1596943,0.0093,0.0311
0.15837556,0.0086,0.0269
0.1569418,0.0076,0.0211
0.15788665,0.007,0.0189
0.15809903,0.0077,0.0244
0.15237892,0.0044,0.0095
0.15087932,0.0049,0.0117
0.15515244,0.0099,0.0349
0.15477467,0.0106,0.0372
0.1538495,0.0089,0.0273
0.1528056,0.01,0.0329
0.15524587,0.0108,0.0358
0.15751868,0.007,0.0184
0.15515415,0.0071,0.0198
0.15209073,0.0013,0.0019
0.14332421,0.0027,0.0046
0.13350038,0.0019,0.0038
0.019134074,0.0059,0.0161
0.09646863490343094,0.0122,0.055
0.098788306,0.0124,0.0559
0.09867453,0.0123,0.0584
0.095385864,0.0115,0.0526
0.09522422,0.0108,0.0523
0.09373815,0.0093,0.04
0.093403764,0.0086,0.0338
0.09813862,0.0088,0.0362
0.16028239329655966,0.0096,0.0343
0.17838663,0.0098,0.0344
0.17414793,0.0096,0.0336
0.1682989,0.0092,0.0294
0.16609474,0.0088,0.0281
0.16753125,0.008,0.0229
0.16711871,0.0067,0.0181
0.16356438,0.0079,0.0236
0.15840216,0.006,0.0146
0.15987307,0.0044,0.0104
0.15925163,0.0055,0.0137
0.1616195,0.0102,0.0394
0.16129743,0.0102,0.0337
0.1608256,0.0091,0.0281
0.15985921,0.0091,0.0279
0.16243273,0.0097,0.0291
0.16352525,0.001,0.0013
0.15473665,0.0033,0.006
0.14957082,0.0025,0.0045
0.1480239,0.0015,0.0023
0.1421429,0.0015,0.0024
0.08394371718168259,0.0125,0.0571
0.09821573,0.0129,0.0616
0.09605276,0.0122,0.0593
0.09116714,0.0113,0.052
0.087793395,0.0106,0.05
0.08435493,0.0091,0.0384
0.078743,0.0085,0.0325
0.19167747,0.0096,0.034
0.18270276,0.0097,0.0328
0.17786866,0.0096,0.0314
0.17491256,0.0087,0.0264
0.17466725,0.0081,0.0238
0.17393757,0.0071,0.0193
0.1694772,0.0064,0.018
0.16413705,0.0061,0.0166
0.16688974,0.0066,0.0186
0.16820276,0.0096,0.0326
0.16794999,0.0103,0.0338
